Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating
Vosafe M 0.3mg Tablet 10'S,Diabetes,reduces the diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Vose 0.2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Divis Laboratories Ltd.,DIVISLAB,D
Votas 0.3mg Tablet 10'SVotas 0.2mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Cipla Ltd.,CIPLA,C
Vozuca 0.2mg Activ Tablet 60'SVozuca 0.2mg Tablet 14'SVozuca 0.3mg Tablet 10'SVozuca 0.3mg Activ Tablet 60'SVozuca 0.3mg Tablet 14'S,Diabetes,reduces the diabetes,Biocon Ltd.,BIOCON,B
Vozuca Active 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Vozuca M 0.3mg Activ Tablet 60'SVozuca M 0.3mg Tablet 14'SVozuca M 0.2mg Tablet 10'SVozuca M 0.3/500mg Tablet 10'SVozuca M 0.2mg Activ Tablet 60'SVozuca M 0.2mg Tablet 14'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Vysov 50mg Tablet 14'S,Diabetes,reduces the diabetes,Lupin Ltd.,LUPIN,L
Vysov M 50/500mg Tablet 10'SVysov M 50/850mg Tablet 10'SVysov M 50/1000mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Cadila Healthcare Ltd.,CADILAHC,CA
Walaphage SR 500mg Tablet 10'SWalaphage 850mg Tablet 15'SWalaphage 500mg Tablet 15'SWalaphage SR 500mg Tablet 15'SWalaphage GP 1mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Abbott India Ltd.,ABBOTINDIA,ABB
Walaphage G 1mg Tablet 10'SWalaphage G 2/500mg Tablet 15'S,Diabetes,reduces the diabetes,Alkem Laboratories Ltd.,ALKEM,AL
Walaphage G1 Tablet 15'S,Diabetes,reduces sugar level diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Walaphage G1 Forte Tablet 15'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Ipca Laboratories Ltd.,IPCALAB,I
Walaphage G2 Forte Tablet 15'S,Diabetes,reduces the diabetes,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Walaphage GP 2/1000mg Tablet 10'SWalaphage GP 2/500mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Walaphage GP Forte 1/500mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Walaphage Gp1 Forte Tablet 10'S,Diabetes,reduces the diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Walaphage PZ 15/500mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Walaphage SR 1000mg Tablet 10'SWalaphage SR 1gm Tablet 15'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Divis Laboratories Ltd.,DIVISLAB,D
Walformin Tablet 10'S,Diabetes,reduces the diabetes,Cipla Ltd.,CIPLA,C
Walformin OD 30mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Biocon Ltd.,BIOCON,B
Weltill SR 1000mg Tablet 10'SWeltill SR 500mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Weltill V 0.3/500mg Tablet 10'SWeltill V 0.2/500mg Tablet 10'S,Diabetes,reduces the diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Windamet 500mg Tablet 10'SWindamet 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Winglip 20mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Winglip M 20/500mg Tablet 10'S,Diabetes,reduces the diabetes,Divis Laboratories Ltd.,DIVISLAB,D
Winixia Lpg 1mg Tablet 10'SWinixia Lpg 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Cipla Ltd.,CIPLA,C
Winixia PG 1mg Tablet 10'SWinixia PG 2mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Biocon Ltd.,BIOCON,B
Winixia SR 1000mg Tablet 10'S,Diabetes,reduces the diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Winsulin 500mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Wosulin 30/70 100IU Cartridge 1X3mlWosulin N 40IU Injection 1X10mlWosulin R Pen(Dispo) 1X3mlWosulin 30/70 Pen(Dispo) 1X3mlWosulin N 100IU Cartridge 1X3mlWosulin N Pen(Dispo) 1X3mlWosulin 30/70 40IU Injection 1X10mlWosulin 50/50 40IU Injection 1X10mlWosulin 30/70 100IU Injection 1X5mlWosulin DeviceWosulin R 40IU Injection 1X10mlWosulin 50/50 100IU Cartridge 1X3mlWosulin R 100IU Injection 1X5mlWosulin 50/50 Pen(Dispo) 1X3mlWosulin R 100IU Cartridge 1X3mlWosulin N 100IU Injection 1X5ml,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Lupin Ltd.,LUPIN,L
Wosulin New 30/70 100IU Cartridge 3X3ml,Diabetes,reduces the diabetes,Cadila Healthcare Ltd.,CADILAHC,CA
Wosulin New 50/50 100IU Cartridge 3X3ml,Diabetes,reduces sugar level diabetes,Abbott India Ltd.,ABBOTINDIA,ABB
Wosulin Pen Royale Injection 1'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alkem Laboratories Ltd.,ALKEM,AL
WOSULIN R NEW 100iu Cartridge 3X3ml,Diabetes,reduces the diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
X Met 250mg Tablet 10'SX Met 850mg Tablet 10'SX Met 500mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Ipca Laboratories Ltd.,IPCALAB,I
X Met G 1mg Tablet 15'SX Met G 2mg Tablet 15'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
X Met G 1 Forte Tablet 15's,Diabetes,reduces the diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
X Met SR 1000mg Tablet 10'SX Met SR 500mg Tablet 10'S,Diabetes,reduces sugar level diabetes,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Xigduo 5/1000mg Tablet 14'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Xigduo XR 10/1000mg Tablet 7'SXigduo XR 10/500mg Tablet 7'S,Diabetes,reduces the diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Xilia 2mg Tablet 10'SXilia 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Divis Laboratories Ltd.,DIVISLAB,D
Xilia M 1mg Tablet 10'SXilia M 2mg Tablet 10'SXilia M 2mg Forte Tablet 10'SXilia M 1mg Forte Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Cipla Ltd.,CIPLA,C
Xilia MP 2mg Tablet 10'SXilia MP 1mg Tablet 10'S,Diabetes,reduces the diabetes,Biocon Ltd.,BIOCON,B
Xilia Trio 1mg Tablet 10'SXilia Trio 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Xmet 250mg Tablet 15'SXmet 850mg Tablet 15'SXmet 500mg Tablet 15'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Xmet SR 1gm Tablet 15'SXmet SR 500mg Tablet 15'S,Diabetes,reduces the diabetes,Lupin Ltd.,LUPIN,L
Xmet Trio 1/500/0.2mg Tablet 10'SXmet Trio 500/0.3/2Mg Tablet 10'sXmet Trio 2/500/0.2mg Tablet 10'SXMET TRIO 500/0.3/1mg Tablet 10's,Diabetes,reduces sugar level diabetes,Cadila Healthcare Ltd.,CADILAHC,CA
Xultophy Injection 3ml,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Abbott India Ltd.,ABBOTINDIA,ABB
YESGLIM TRIO2 Tablet 10's,Diabetes,reduces the diabetes,Alkem Laboratories Ltd.,ALKEM,AL
Zarbose 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
ZEBAY Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Ipca Laboratories Ltd.,IPCALAB,I
Zeformin XR 30mg Tablet 10'SZeformin XR 60mg Tablet 10'S,Diabetes,reduces the diabetes,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Zemiglo 50mg Tablet 14'S,Diabetes,reduces sugar level diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
ZENESTA 1 Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
ZENESTA 2 Tablet 10's,Diabetes,reduces the diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
ZEPTIN 20mg Tablet 10's,Diabetes,reduces sugar level diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R
ZEPTIN M Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Divis Laboratories Ltd.,DIVISLAB,D
Zero Tablet 90'S,Diabetes,reduces the diabetes,Cipla Ltd.,CIPLA,C
Zetaglim M 2mg Tablet 10'SZetaglim M 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Biocon Ltd.,BIOCON,B
Zetfor 500mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Zibose 0.3mg Tablet 10'SZibose 0.2mg Tablet 10'S,Diabetes,reduces the diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Zibose M 0.2/500mg Tablet 10'SZibose M 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Lupin Ltd.,LUPIN,L
Zicla M Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Cadila Healthcare Ltd.,CADILAHC,CA
Zidmin Tablet 10'S,Diabetes,reduces the diabetes,Abbott India Ltd.,ABBOTINDIA,ABB
ZIGLIM SR M 1MG TABLET 10'SZiglim 1mg Tablet 10'SZiglim 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Alkem Laboratories Ltd.,ALKEM,AL
Ziglim M 2Mg Tablet 15's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Ziglim M1 Tablet 15'S,Diabetes,reduces the diabetes,Ipca Laboratories Ltd.,IPCALAB,I
Ziglim M 2mg Tablet 10'SZiglim M1 Forte Tablet 10'S,Diabetes,reduces sugar level diabetes,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Ziglim M 1mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Ziglim M2 Forte Tablet 10'S,Diabetes,reduces the diabetes,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Ziglim Plus 2mg Tablet 10'SZiglim Plus 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Zilenta 20mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Zilenta M 20/500mg Tablet 10'S,Diabetes,reduces the diabetes,Divis Laboratories Ltd.,DIVISLAB,D
ZILENTA M FORTE Tablet 10's,Diabetes,reduces sugar level diabetes,Cipla Ltd.,CIPLA,C
Zilmet 60mg Tablet 10'SZilmet 30mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Biocon Ltd.,BIOCON,B
Zinimet XL 500mg Tablet 10'S,Diabetes,reduces the diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Zipio 30mg Tablet 10'SZipio 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Zipio G 15/1mg Capsule 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Lupin Ltd.,LUPIN,L
Zipio M 15mg Tablet 10'S,Diabetes,reduces the diabetes,Cadila Healthcare Ltd.,CADILAHC,CA
Zita Met 50mg/1000mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Abbott India Ltd.,ABBOTINDIA,ABB
Zita Met Plus 20/500mg Tablet 15'SZita Met Plus 20/1000mg Tablet 15'SZita Met Plus 20/500mg Tablet 10'SZITA MET PLUS 20/1000MG TABLET 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alkem Laboratories Ltd.,ALKEM,AL
Zita Plus 20mg Tablet 15'S,Diabetes,reduces the diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Zitamet 50/500mg Tablet 10'SZitamet 50/1000mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Ipca Laboratories Ltd.,IPCALAB,I
Ziten 20mg Tablet 15'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Ziten M 20/1000mg Tablet 15'SZiten M 20/500mg Tablet 15'SZiten M 20/500mg Tablet 10'SZiten M 20/1000mg Tablet 10'S,Diabetes,reduces the diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Zoform SR 500mg Tablet 10'S,Diabetes,reduces sugar level diabetes,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Zoform SR 1gm Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
ZOMELIS 50mg Tablet 15'sZomelis 50mg Tablet 14'SZomelis Met 850mg Tablet 10'S,Diabetes,reduces the diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Zomelis Met 1000mg Tablet 10'SZomelis Met 50/850mg Tablet 10'SZomelis Met 500mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Divis Laboratories Ltd.,DIVISLAB,D
Zomet 850mg Tablet 10'SZomet 500mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Cipla Ltd.,CIPLA,C
Zomet SR 1000mg Tablet 10'SZomet SR Tablet 15'S,Diabetes,reduces the diabetes,Biocon Ltd.,BIOCON,B
Zomet TH Tablet 10'S,Diabetes,reduces sugar level diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Zorep 15/2mg Tablet 10'SZorep 15/1mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Zoryl 2mg Tablet 15'SZoryl 3mg Tablet 10'SZoryl M 1mg Tablet 10'SZoryl 4mg Tablet 15'SZoryl 3mg Tablet 15'SZoryl 1mg Tablet 15'SZoryl 0.5mg Tablet 15'SZoryl 2mg Tablet 10'SZoryl 4mg Tablet 10'S,Diabetes,reduces the diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Zoryl M 0.5mg Tablet 20'SZoryl M 1mg Tablet 20'SZoryl M 2/1000mg Tablet 10'SZoryl M 4mg Tablet 10'SZoryl M 1mg Tablet 15'SZoryl M 2mg Tablet 20'SZoryl M 4/1000mg Tablet 10'SZoryl M 3mg Tablet 10'SZoryl M 3/1000mg Tablet 10'SZoryl M 1/1000mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Zoryl M1 Forte Tablet 15'SZoryl M1 Forte Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Divis Laboratories Ltd.,DIVISLAB,D
Zoryl M2 Forte Tablet 10'SZoryl M2 Forte Tablet 15'S,Diabetes,reduces the diabetes,Cipla Ltd.,CIPLA,C
Zoryl M3 Forte Tablet 10'SZoryl M3 Forte Tablet 15'S,Diabetes,reduces sugar level diabetes,Biocon Ltd.,BIOCON,B
Zoryl M4 Forte Tablet 15'SZoryl M4 Forte Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Zoryl MF 1/850mg Tablet 10'SZoryl MF 2mg/850mg Tablet 10'SZoryl MF 3/850mg Tablet 10'S,Diabetes,reduces the diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Zoryl MP 2mg Tablet 15'SZoryl MP 1mg Tablet 15'SZoryl MP 2/500/15mg Tablet 10'SZoryl MP 1mg Tablet 10'SZoryl MP 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Lupin Ltd.,LUPIN,L
Zoryl MP SR 1/500/15mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Cadila Healthcare Ltd.,CADILAHC,CA
Zoryl MV 1mg Tablet 10'SZoryl MV 1/0.3mg Tablet 10'SZoryl Mv 2/0.3Mg Tablet 10'sZoryl MV 2mg Tablet 10'S,Diabetes,reduces the diabetes,Abbott India Ltd.,ABBOTINDIA,ABB
Zuker MF Tablet 10'S,Diabetes,reduces sugar level diabetes,Alkem Laboratories Ltd.,ALKEM,AL
Zuker MF OD Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Zuvog 0.2mg Tablet 10'SZuvog 0.3mg Tablet 10'SZuvog M 0.3mg Tablet 10'S,Diabetes,reduces the diabetes,Ipca Laboratories Ltd.,IPCALAB,I
Zuvog M 0.2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Zuvog Trio 2mg Tablet 10'SZuvog Trio 1mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Zypeak M 0.3Mg Tablet 10'sZypeak M 0.2Mg Tablet 10's,Diabetes,reduces the diabetes,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Zyromet G 1Mg Tablet 10'sZyromet G 2Mg Tablet 10's,Diabetes,reduces sugar level diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Zyromet Sr 500Mg Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Zyvana 2mg Tablet 10'SZyvana 1mg Tablet 10'S,Diabetes,reduces the diabetes,Divis Laboratories Ltd.,DIVISLAB,D
Zyvana M 1mg Tablet 10'SZyvana M 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Cipla Ltd.,CIPLA,C
Zyvana M2 Forte Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Biocon Ltd.,BIOCON,B
Actigut Sachet 1gmActigut Sachet 4GmActigut Capsule 10'S,Diarrhoea,reduces diarrhoea,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Actipeel Gel 30mlActipeel Gel(Topical) 60mlActipeel Gel 100ml,Diarrhoea,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
AD 10mg Sachet 1gmAD 100mg Capsule 10'S,Diarrhoea," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Lupin Ltd.,LUPIN,L
AD DT 30mg Tablet 10'SAD DT 10mg Tablet 10'S,Diarrhoea,reduces diarrhoea,Cadila Healthcare Ltd.,CADILAHC,CA
Alesa Capsule 10'S,Diarrhoea,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,Abbott India Ltd.,ABBOTINDIA,ABB
Allerbio Sachet 1'S,Diarrhoea," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Alkem Laboratories Ltd.,ALKEM,AL
Amicolon SB 1gm Sachet,Diarrhoea,reduces diarrhoea,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Amilac 60Miu Tablet 10'S,Diarrhoea,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,Ipca Laboratories Ltd.,IPCALAB,I
Amydio Forte Syrup 100ml,Diarrhoea," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Andial 2mg Tablet 10'S,Diarrhoea,reduces diarrhoea,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Auxipro Forte Capsule 10'S,Diarrhoea,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Baby Hydral 10mg Powder 1gm,Diarrhoea," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Base Z Powder 1'S,Diarrhoea,reduces diarrhoea,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Becelac PB Capsule 10'S,Diarrhoea,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,Divis Laboratories Ltd.,DIVISLAB,D
Becelac PL Capsule 10'S,Diarrhoea," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Cipla Ltd.,CIPLA,C
Beneflora S Capsule 10'S,Diarrhoea,reduces diarrhoea,Biocon Ltd.,BIOCON,B
Benegut Suspension 12X5mlBenegut Tablet 12'S,Diarrhoea,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,Aurobindo Pharma Ltd.,AUROPHARMA,AU
